MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1900000
MsgID.LOCAL_POSITION,10.7530000,-0.1603408,0.3416127,-5.0320549
MsgID.LOCAL_VELOCITY,10.7530000,0.0053024,0.0061937,0.1925799
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924803,4.9890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.3500000
MsgID.LOCAL_POSITION,11.0030000,-0.0080986,0.2648961,-4.9890747
MsgID.LOCAL_VELOCITY,11.0030000,0.0064808,-0.0025794,0.3524438
MsgID.GLOBAL_POSITION,0.0000000,-122.3974517,37.7924812,4.9700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.1100000
MsgID.LOCAL_POSITION,11.2530000,0.0865652,0.1404444,-4.9704466
MsgID.LOCAL_VELOCITY,11.2530000,0.0014405,-0.0034037,0.1148709
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924802,4.9870000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.0900000
MsgID.LOCAL_POSITION,11.5030000,-0.0296221,0.2642542,-4.9876332
MsgID.LOCAL_VELOCITY,11.5030000,-0.0139281,0.0060920,0.0972590
MsgID.GLOBAL_POSITION,0.0000000,-122.3974520,37.7924800,4.9840000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,0.0000000,0.1600000
MsgID.LOCAL_POSITION,11.7530000,-0.0513561,0.1127505,-4.9847512
MsgID.LOCAL_VELOCITY,11.7530000,-0.0144745,0.0058977,0.1682046
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974508,37.7924796,4.9700000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.0900000
MsgID.LOCAL_POSITION,12.0030000,-0.0917690,0.2220265,-4.9700050
MsgID.LOCAL_VELOCITY,12.0030000,-0.0059388,0.0117533,0.0924798
MsgID.GLOBAL_POSITION,0.0000000,-122.3974505,37.7924799,4.9650000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,0.0100000
MsgID.LOCAL_POSITION,12.2530000,-0.0521196,0.2476435,-4.9659209
MsgID.LOCAL_VELOCITY,12.2530000,0.0037115,0.0104165,0.0120731
MsgID.GLOBAL_POSITION,0.0000000,-122.3974504,37.7924797,4.9630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0800000
MsgID.LOCAL_POSITION,12.5040000,-0.0773058,0.2575507,-4.9636245
MsgID.LOCAL_VELOCITY,12.5040000,0.0043993,0.0036726,-0.0856484
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924809,4.9640000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.0600000
MsgID.LOCAL_POSITION,12.7540000,0.0536771,0.2647386,-4.9642668
MsgID.LOCAL_VELOCITY,12.7540000,0.0017960,0.0015355,-0.0637951
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924815,4.9620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.1000000
MsgID.LOCAL_POSITION,13.0040000,0.1210130,0.2650979,-4.9621663
MsgID.LOCAL_VELOCITY,13.0040000,-0.0097033,-0.0027453,-0.1073631
MsgID.GLOBAL_POSITION,0.0000000,-122.3974503,37.7924812,4.9480000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,0.0000000,0.3300000
MsgID.LOCAL_POSITION,13.2540000,0.0899655,0.2634105,-4.9489493
MsgID.LOCAL_VELOCITY,13.2540000,-0.0202201,-0.0051856,0.3387814
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924791,4.9710000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1800000,0.5900000,-1.1800000
MsgID.LOCAL_POSITION,13.5040000,-0.1517387,0.2960347,-4.9710379
MsgID.LOCAL_VELOCITY,13.5040000,-0.1811904,0.5948992,-1.1859725
MsgID.GLOBAL_POSITION,0.0000000,-122.3974455,37.7924797,5.4550000
MsgID.LOCAL_VELOCITY,0.0000000,1.1600000,2.2400000,-2.7400000
MsgID.LOCAL_POSITION,13.7540000,-0.0812913,0.6931553,-5.4551187
MsgID.LOCAL_VELOCITY,13.7540000,1.1635133,2.2409995,-2.7463784
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974384,37.7924848,6.3060000
MsgID.LOCAL_VELOCITY,0.0000000,2.5200000,3.7500000,-4.1100000
MsgID.LOCAL_POSITION,14.0040000,0.4911048,1.3204073,-6.3066173
MsgID.LOCAL_VELOCITY,14.0040000,2.5283425,3.7587800,-4.1136751
MsgID.GLOBAL_POSITION,0.0000000,-122.3974265,37.7924914,7.4010000
MsgID.LOCAL_VELOCITY,0.0000000,3.3800000,4.8600000,-4.6100000
MsgID.LOCAL_POSITION,14.2540000,1.2167106,2.3774512,-7.4012756
MsgID.LOCAL_VELOCITY,14.2540000,3.3864942,4.8662276,-4.6128435
MsgID.LOCAL_POSITION,14.5040000,2.1198781,3.8451276,-8.5695343
MsgID.LOCAL_VELOCITY,14.5040000,4.0675340,5.5094318,-4.7704239
MsgID.GLOBAL_POSITION,0.0000000,-122.3974100,37.7924995,8.5690000
MsgID.LOCAL_VELOCITY,0.0000000,4.0600000,5.5000000,-4.7700000
MsgID.LOCAL_POSITION,14.7540000,3.2273607,5.1849179,-9.7697325
MsgID.LOCAL_VELOCITY,14.7540000,3.7927308,4.6343527,-4.7595792
MsgID.GLOBAL_POSITION,0.0000000,-122.3973949,37.7925095,9.7690000
MsgID.LOCAL_VELOCITY,0.0000000,3.7900000,4.6300000,-4.7500000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,15.0040000,4.1695147,6.2628856,-10.9835033
MsgID.LOCAL_VELOCITY,15.0040000,2.5978372,3.1494944,-4.8081446
MsgID.GLOBAL_POSITION,0.0000000,-122.3973828,37.7925179,10.9830000
MsgID.LOCAL_VELOCITY,0.0000000,2.5900000,3.1400000,-4.8000000
MsgID.LOCAL_POSITION,15.2540000,4.5669432,6.8299150,-12.1951599
MsgID.LOCAL_VELOCITY,15.2540000,1.5399648,1.8154882,-4.7918649
MsgID.GLOBAL_POSITION,0.0000000,-122.3973764,37.7925215,12.1950000
MsgID.LOCAL_VELOCITY,0.0000000,1.5300000,1.8100000,-4.7900000
MsgID.LOCAL_POSITION,15.5040000,4.7325912,7.1290884,-13.4128914
MsgID.LOCAL_VELOCITY,15.5040000,0.6223714,0.5389023,-4.7837820
MsgID.GLOBAL_POSITION,0.0000000,-122.3973731,37.7925230,13.4120000
MsgID.LOCAL_VELOCITY,0.0000000,0.6200000,0.5300000,-4.7800000
MsgID.LOCAL_POSITION,15.7540000,4.8152170,6.9234686,-14.6163454
MsgID.LOCAL_VELOCITY,15.7540000,-0.2459634,-0.6540149,-4.7925601
MsgID.GLOBAL_POSITION,0.0000000,-122.3973754,37.7925238,14.6160000
MsgID.LOCAL_VELOCITY,0.0000000,-0.2400000,-0.6500000,-4.7900000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,16.0040000,4.6505346,6.6054683,-15.8360395
MsgID.LOCAL_VELOCITY,16.0040000,-0.9972943,-1.2925678,-4.8146949
MsgID.GLOBAL_POSITION,0.0000000,-122.3973789,37.7925223,15.8360000
MsgID.LOCAL_VELOCITY,0.0000000,-0.9900000,-1.2900000,-4.8100000
MsgID.LOCAL_POSITION,16.2540000,4.2900600,6.3865876,-17.0455818
MsgID.LOCAL_VELOCITY,16.2540000,-1.1448728,-1.2163894,-4.8013086
MsgID.GLOBAL_POSITION,0.0000000,-122.3973814,37.7925190,17.0450000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1400000,-1.2100000,-4.8000000
MsgID.LOCAL_POSITION,16.5040000,3.9903369,6.1328654,-18.2457447
MsgID.LOCAL_VELOCITY,16.5040000,-0.6994877,-0.7584910,-4.7762027
MsgID.GLOBAL_POSITION,0.0000000,-122.3973843,37.7925163,18.2450000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6900000,-0.7500000,-4.7700000
MsgID.LOCAL_POSITION,16.7550000,4.0119743,6.0271087,-19.4519672
MsgID.LOCAL_VELOCITY,16.7550000,-0.1969793,-0.3049787,-4.8216591
MsgID.GLOBAL_POSITION,0.0000000,-122.3973855,37.7925165,19.4510000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1900000,-0.3000000,-4.8200000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,17.0050000,3.9694412,5.8783779,-20.6592159
MsgID.LOCAL_VELOCITY,17.0050000,-0.0693270,-0.1140574,-4.8554459
MsgID.GLOBAL_POSITION,0.0000000,-122.3973871,37.7925161,20.6590000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,-0.1100000,-4.8500000
MsgID.LOCAL_POSITION,17.2550000,4.0227122,5.9053154,-21.8636379
MsgID.LOCAL_VELOCITY,17.2550000,-0.0465353,-0.0331385,-4.8129268
MsgID.GLOBAL_POSITION,0.0000000,-122.3973868,37.7925166,21.8630000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.0300000,-4.8100000
MsgID.LOCAL_POSITION,17.5050000,4.0012350,6.0804453,-22.7669563
MsgID.LOCAL_VELOCITY,17.5050000,-0.0417046,-0.0273517,-2.3329320
MsgID.GLOBAL_POSITION,0.0000000,-122.3973849,37.7925164,22.7660000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.0200000,-2.3300000
MsgID.LOCAL_POSITION,17.7550000,3.9612157,5.9797735,-23.0141697
MsgID.LOCAL_VELOCITY,17.7550000,-0.0391828,-0.0256978,0.1808083
MsgID.GLOBAL_POSITION,0.0000000,-122.3973860,37.7925161,23.0140000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0300000,-0.0200000,0.1800000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,18.0050000,3.9954171,5.9021883,-22.7287636
MsgID.LOCAL_VELOCITY,18.0050000,0.4606609,-0.2285758,1.5714741
MsgID.GLOBAL_POSITION,0.0000000,-122.3973869,37.7925164,22.7280000
MsgID.LOCAL_VELOCITY,0.0000000,0.4600000,-0.2200000,1.5700000
MsgID.LOCAL_POSITION,18.2550000,4.2212591,5.8043571,-22.2501125
MsgID.LOCAL_VELOCITY,18.2550000,1.3756781,-0.6096962,1.9467169
MsgID.GLOBAL_POSITION,0.0000000,-122.3973880,37.7925184,22.2500000
MsgID.LOCAL_VELOCITY,0.0000000,1.3700000,-0.6000000,1.9400000
MsgID.LOCAL_POSITION,18.5050000,4.6939335,5.6245041,-21.7274952
MsgID.LOCAL_VELOCITY,18.5050000,2.3973887,-1.0263385,2.0071340
MsgID.GLOBAL_POSITION,0.0000000,-122.3973900,37.7925227,21.7270000
MsgID.LOCAL_VELOCITY,0.0000000,2.3900000,-1.0200000,2.0000000
MsgID.LOCAL_POSITION,18.7550000,5.5181746,5.1617064,-21.2077923
MsgID.LOCAL_VELOCITY,18.7550000,3.3781581,-1.4217887,2.0266953
MsgID.GLOBAL_POSITION,0.0000000,-122.3973952,37.7925301,21.2070000
MsgID.LOCAL_VELOCITY,0.0000000,3.3700000,-1.4200000,2.0200000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,19.0050000,6.4973526,4.8177624,-20.6864433
MsgID.LOCAL_VELOCITY,19.0050000,4.3003011,-1.7858698,2.0490711
MsgID.GLOBAL_POSITION,0.0000000,-122.3973991,37.7925389,20.6860000
MsgID.LOCAL_VELOCITY,0.0000000,4.3000000,-1.7800000,2.0400000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974041,37.7925483,20.1800000
MsgID.LOCAL_VELOCITY,0.0000000,5.1700000,-2.1200000,2.0500000
MsgID.LOCAL_POSITION,19.2550000,7.5385656,4.3717804,-20.1800671
MsgID.LOCAL_VELOCITY,19.2550000,5.1761665,-2.1281714,2.0572672
MsgID.GLOBAL_POSITION,0.0000000,-122.3974095,37.7925612,19.6890000
MsgID.LOCAL_VELOCITY,0.0000000,5.9800000,-2.4400000,2.0800000
MsgID.LOCAL_POSITION,19.5050000,8.9702501,3.8880298,-19.6894474
MsgID.LOCAL_VELOCITY,19.5050000,5.9887824,-2.4427440,2.0826893
MsgID.GLOBAL_POSITION,0.0000000,-122.3974165,37.7925752,19.2070000
MsgID.LOCAL_VELOCITY,0.0000000,6.7700000,-2.7500000,2.0600000
MsgID.LOCAL_POSITION,19.7550000,10.5342131,3.2633753,-19.2077026
MsgID.LOCAL_VELOCITY,19.7550000,6.7725310,-2.7506804,2.0602582
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974256,37.7925914,18.7360000
MsgID.LOCAL_VELOCITY,0.0000000,7.4800000,-3.0200000,2.0400000
MsgID.LOCAL_POSITION,20.0050000,12.3366337,2.4603615,-18.7360954
MsgID.LOCAL_VELOCITY,20.0050000,7.4893427,-3.0207150,2.0488296
MsgID.GLOBAL_POSITION,0.0000000,-122.3974330,37.7926089,18.2720000
MsgID.LOCAL_VELOCITY,0.0000000,7.9200000,-3.1600000,2.0500000
MsgID.LOCAL_POSITION,20.2550000,14.2763290,1.7970582,-18.2725868
MsgID.LOCAL_VELOCITY,20.2550000,7.9293833,-3.1650827,2.0568001
MsgID.GLOBAL_POSITION,0.0000000,-122.3974445,37.7926261,17.8070000
MsgID.LOCAL_VELOCITY,0.0000000,8.0700000,-3.2200000,2.0700000
MsgID.LOCAL_POSITION,20.5050000,16.1824303,0.7783704,-17.8071747
MsgID.LOCAL_VELOCITY,20.5050000,8.0705185,-3.2212505,2.0715816
MsgID.LOCAL_POSITION,20.7550000,18.2371426,-0.0369363,-17.3284702
MsgID.LOCAL_VELOCITY,20.7550000,8.1387081,-3.2255695,2.0744941
MsgID.GLOBAL_POSITION,0.0000000,-122.3974537,37.7926446,17.3280000
MsgID.LOCAL_VELOCITY,0.0000000,8.1300000,-3.2200000,2.0700000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.LOCAL_POSITION,21.0050000,20.4842262,-0.6810531,-16.8343391
MsgID.LOCAL_VELOCITY,21.0050000,8.1889362,-3.2229290,2.0637708
MsgID.GLOBAL_POSITION,0.0000000,-122.3974609,37.7926648,16.8340000
MsgID.LOCAL_VELOCITY,0.0000000,8.1800000,-3.2200000,2.0600000
MsgID.LOCAL_POSITION,21.2550000,22.4716740,-1.4385620,-16.3249435
MsgID.LOCAL_VELOCITY,21.2550000,8.1953640,-3.2407827,2.0841510
MsgID.GLOBAL_POSITION,0.0000000,-122.3974694,37.7926827,16.3240000
MsgID.LOCAL_VELOCITY,0.0000000,8.1900000,-3.2400000,2.0800000
MsgID.LOCAL_POSITION,21.5060000,24.3569126,-2.3827634,-15.8054152
